Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
5,"Untuk dokter umum Budiyanto MARS sangat responsif, suka konsultasi dengan beliau, terimakasih hallodoc.",Untuk dokter umum Budiyanto MARS sangat responsif suka konsultasi dengan beliau terimakasih hallodoc,untuk dokter umum budiyanto mars sangat responsif suka konsultasi dengan beliau terimakasih hallodoc,untuk dokter umum budiyanto mars sangat responsif suka konsultasi dengan beliau terimakasih hallodoc,"['untuk', 'dokter', 'umum', 'budiyanto', 'mars', 'sangat', 'responsif', 'suka', 'konsultasi', 'dengan', 'beliau', 'terimakasih', 'hallodoc']","['dokter', 'budiyanto', 'mars', 'responsif', 'suka', 'konsultasi', 'beliau', 'terimakasih', 'hallodoc']",dokter budiyanto mars responsif suka konsultasi beliau terimakasih hallodoc
5,Pelayanan mudah cepat,Pelayanan mudah cepat,pelayanan mudah cepat,pelayanan mudah cepat,"['pelayanan', 'mudah', 'cepat']","['pelayanan', 'mudah', 'cepat']",layan mudah cepat
4,"udh beberapa kali konsul tengah malam ada dokternya yg kita perluin, dokternya ramah dan berpengalaman, overall okee sih",udh beberapa kali konsul tengah malam ada dokternya yg kita perluin dokternya ramah dan berpengalaman overall okee sih,udh beberapa kali konsul tengah malam ada dokternya yg kita perluin dokternya ramah dan berpengalaman overall okee sih,sudah beberapa kali konsultasi tengah malam ada dokternya yang kita perluin dokternya ramah dan berpengalaman overall okee sih,"['sudah', 'beberapa', 'kali', 'konsultasi', 'tengah', 'malam', 'ada', 'dokternya', 'yang', 'kita', 'perluin', 'dokternya', 'ramah', 'dan', 'berpengalaman', 'overall', 'okee', 'sih']","['kali', 'konsultasi', 'malam', 'dokternya', 'perluin', 'dokternya', 'ramah', 'berpengalaman', 'overall', 'okee', 'sih']",kali konsultasi malam dokter perluin dokter ramah alam overall okee sih
5,Dokternya sangat sangat membantuuu,Dokternya sangat sangat membantuuu,dokternya sangat sangat membantuuu,dokternya sangat sangat membantuuu,"['dokternya', 'sangat', 'sangat', 'membantuuu']","['dokternya', 'membantuuu']",dokter membantuuu
5,Jelas dan bagus,Jelas dan bagus,jelas dan bagus,jelas dan bagus,"['jelas', 'dan', 'bagus']",['bagus'],bagus
5,Halodoc benar2 sangat menolong semua kebutuhan obat2 an kami sekeluarga. Dokter2 yg saya hubungi juga sangat responsive dan baik.... Terimakasih halodoc. Terimakasih medicillin karna sudah bekerja sama dengan halodoc.,Halodoc benar sangat menolong semua kebutuhan obat an kami sekeluarga Dokter yg saya hubungi juga sangat responsive dan baik Terimakasih halodoc Terimakasih medicillin karna sudah bekerja sama dengan halodoc,halodoc benar sangat menolong semua kebutuhan obat an kami sekeluarga dokter yg saya hubungi juga sangat responsive dan baik terimakasih halodoc terimakasih medicillin karna sudah bekerja sama dengan halodoc,halodoc benar sangat menolong semua kebutuhan obat an kami sekeluarga dokter yang saya hubungi juga sangat responsive dan baik terimakasih halodoc terimakasih medicillin karena sudah bekerja sama dengan halodoc,"['halodoc', 'benar', 'sangat', 'menolong', 'semua', 'kebutuhan', 'obat', 'an', 'kami', 'sekeluarga', 'dokter', 'yang', 'saya', 'hubungi', 'juga', 'sangat', 'responsive', 'dan', 'baik', 'terimakasih', 'halodoc', 'terimakasih', 'medicillin', 'karena', 'sudah', 'bekerja', 'sama', 'dengan', 'halodoc']","['halodoc', 'menolong', 'kebutuhan', 'obat', 'an', 'sekeluarga', 'dokter', 'hubungi', 'responsive', 'terimakasih', 'halodoc', 'terimakasih', 'medicillin', 'halodoc']",halodoc tolong butuh obat an keluarga dokter hubung responsive terimakasih halodoc terimakasih medicillin halodoc
5,Sangat membantu dokternya ramah,Sangat membantu dokternya ramah,sangat membantu dokternya ramah,sangat membantu dokternya ramah,"['sangat', 'membantu', 'dokternya', 'ramah']","['membantu', 'dokternya', 'ramah']",bantu dokter ramah
5,Komunikatif dan detail,Komunikatif dan detail,komunikatif dan detail,komunikatif dan detail,"['komunikatif', 'dan', 'detail']","['komunikatif', 'detail']",komunikatif detail
5,Doctor nya friendly dan fast respond,Doctor nya friendly dan fast respond,doctor nya friendly dan fast respond,doctor ya friendly dan fast respond,"['doctor', 'ya', 'friendly', 'dan', 'fast', 'respond']","['doctor', 'ya', 'friendly', 'fast', 'respond']",doctor ya friendly fast respond
5,Dengan apk ini sangat membantu sekali perihal konsul dll,Dengan apk ini sangat membantu sekali perihal konsul dll,dengan apk ini sangat membantu sekali perihal konsul dll,dengan apk ini sangat membantu sekali perihal konsultasi dll,"['dengan', 'apk', 'ini', 'sangat', 'membantu', 'sekali', 'perihal', 'konsultasi', 'dll']","['apk', 'membantu', 'perihal', 'konsultasi', 'dll']",apk bantu perihal konsultasi dll
5,Dokter profesional ramah dan sangat membantu,Dokter profesional ramah dan sangat membantu,dokter profesional ramah dan sangat membantu,dokter profesional ramah dan sangat membantu,"['dokter', 'profesional', 'ramah', 'dan', 'sangat', 'membantu']","['dokter', 'profesional', 'ramah', 'membantu']",dokter profesional ramah bantu
5,Cukup memuaskan penjelasanya. Semoga penyakit segerah sembuh,Cukup memuaskan penjelasanya Semoga penyakit segerah sembuh,cukup memuaskan penjelasanya semoga penyakit segerah sembuh,cukup memuaskan penjelasanya semoga penyakit segerah sembuh,"['cukup', 'memuaskan', 'penjelasanya', 'semoga', 'penyakit', 'segerah', 'sembuh']","['memuaskan', 'penjelasanya', 'semoga', 'penyakit', 'segerah', 'sembuh']",muas jasa moga sakit gerah sembuh
5,Mantulllll,Mantulllll,mantulllll,mantulllll,['mantulllll'],['mantulllll'],mantulllll
5,Mantab 👍,Mantab ,mantab ,mantab,['mantab'],['mantab'],mantab
5,ga guna udg di tf mlh blg dokter sibuk,ga guna udg di tf mlh blg dokter sibuk,ga guna udg di tf mlh blg dokter sibuk,tidak guna udg di tf malah bilang dokter sibuk,"['tidak', 'guna', 'udg', 'di', 'tf', 'malah', 'bilang', 'dokter', 'sibuk']","['udg', 'tf', 'bilang', 'dokter', 'sibuk']",udg tf bilang dokter sibuk
5,#Teman hidup sehat,Teman hidup sehat,teman hidup sehat,teman hidup sehat,"['teman', 'hidup', 'sehat']","['teman', 'hidup', 'sehat']",teman hidup sehat
5,Sangat membantu disaat jauh dr dokter kulit. Apalagi saya didaerah.,Sangat membantu disaat jauh dr dokter kulit Apalagi saya didaerah,sangat membantu disaat jauh dr dokter kulit apalagi saya didaerah,sangat membantu disaat jauh dari dokter kulit apalagi saya didaerah,"['sangat', 'membantu', 'disaat', 'jauh', 'dari', 'dokter', 'kulit', 'apalagi', 'saya', 'didaerah']","['membantu', 'disaat', 'dokter', 'kulit', 'didaerah']",bantu saat dokter kulit daerah
5,"Konsultasi singkat, padat, jelas dan puas.Diberi resep tanpa harus repot bertemu langsung dg dokter,praktis,hemat waktu dan biaya.Terima kasih dokter",Konsultasi singkat padat jelas dan puasDiberi resep tanpa harus repot bertemu langsung dg dokterpraktishemat waktu dan biayaTerima kasih dokter,konsultasi singkat padat jelas dan puasdiberi resep tanpa harus repot bertemu langsung dg dokterpraktishemat waktu dan biayaterima kasih dokter,konsultasi singkat padat jelas dan puasdiberi resep tanpa harus repot bertemu langsung dengan dokterpraktishemat waktu dan biayaterima kasih dokter,"['konsultasi', 'singkat', 'padat', 'jelas', 'dan', 'puasdiberi', 'resep', 'tanpa', 'harus', 'repot', 'bertemu', 'langsung', 'dengan', 'dokterpraktishemat', 'waktu', 'dan', 'biayaterima', 'kasih', 'dokter']","['konsultasi', 'singkat', 'padat', 'puasdiberi', 'resep', 'repot', 'bertemu', 'langsung', 'dokterpraktishemat', 'biayaterima', 'kasih', 'dokter']",konsultasi singkat padat puasdiberi resep repot temu langsung dokterpraktishemat biayaterima kasih dokter
3,Sekarang kalo Konsul dokter kulit ga kaya dluu vocher gaada setiap bulan nya dan masukin vocher cuma 1 doang biasanya sampe 3 harga juga naik drastis pdhl awalnya suka bngtt,Sekarang kalo Konsul dokter kulit ga kaya dluu vocher gaada setiap bulan nya dan masukin vocher cuma  doang biasanya sampe  harga juga naik drastis pdhl awalnya suka bngtt,sekarang kalo konsul dokter kulit ga kaya dluu vocher gaada setiap bulan nya dan masukin vocher cuma  doang biasanya sampe  harga juga naik drastis pdhl awalnya suka bngtt,sekarang kalau konsultasi dokter kulit tidak kayak dluu vocher setiap bulan ya dan memasuki vocher cuma doang biasanya sampai harga juga naik drastis padahal awalnya suka banget,"['sekarang', 'kalau', 'konsultasi', 'dokter', 'kulit', 'tidak', 'kayak', 'dluu', 'vocher', 'setiap', 'bulan', 'ya', 'dan', 'memasuki', 'vocher', 'cuma', 'doang', 'biasanya', 'sampai', 'harga', 'juga', 'naik', 'drastis', 'padahal', 'awalnya', 'suka', 'banget']","['konsultasi', 'dokter', 'kulit', 'kayak', 'dluu', 'vocher', 'ya', 'memasuki', 'vocher', 'doang', 'harga', 'drastis', 'suka', 'banget']",konsultasi dokter kulit kayak dluu vocher ya pasuk vocher doang harga drastis suka banget
5,makasih telah membantu,makasih telah membantu,makasih telah membantu,telah membantu,"['telah', 'membantu']",['membantu'],bantu
5,"Terima kasih halodoc, sdh lbh dr 3x konsul di halodoc dan amat sangat membatu sekalii",Terima kasih halodoc sdh lbh dr x konsul di halodoc dan amat sangat membatu sekalii,terima kasih halodoc sdh lbh dr x konsul di halodoc dan amat sangat membatu sekalii,terima kasih halodoc sudah lebih dari kali konsultasi di halodoc dan amat sangat membatu sekali,"['terima', 'kasih', 'halodoc', 'sudah', 'lebih', 'dari', 'kali', 'konsultasi', 'di', 'halodoc', 'dan', 'amat', 'sangat', 'membatu', 'sekali']","['terima', 'kasih', 'halodoc', 'kali', 'konsultasi', 'halodoc', 'membatu']",terima kasih halodoc kali konsultasi halodoc batu
5,Alhamdulillah saya banyak terbantu dengan aplikasi ini untuk kesehatan tubuh dan mental,Alhamdulillah saya banyak terbantu dengan aplikasi ini untuk kesehatan tubuh dan mental,alhamdulillah saya banyak terbantu dengan aplikasi ini untuk kesehatan tubuh dan mental,alhamdulillah saya banyak terbantu dengan aplikasi ini untuk kesehatan tubuh dan mental,"['alhamdulillah', 'saya', 'banyak', 'terbantu', 'dengan', 'aplikasi', 'ini', 'untuk', 'kesehatan', 'tubuh', 'dan', 'mental']","['alhamdulillah', 'terbantu', 'aplikasi', 'kesehatan', 'tubuh', 'mental']",alhamdulillah bantu aplikasi sehat tubuh mental
5,Pertahankan dan terus tingkatkan,Pertahankan dan terus tingkatkan,pertahankan dan terus tingkatkan,pertahankan dan terus tingkatkan,"['pertahankan', 'dan', 'terus', 'tingkatkan']","['pertahankan', 'tingkatkan']",tahan tingkat
5,Sangat membantu ketika kondisi badan tidak fit dan ngak bisa keluar bisa pesan lewat Online,Sangat membantu ketika kondisi badan tidak fit dan ngak bisa keluar bisa pesan lewat Online,sangat membantu ketika kondisi badan tidak fit dan ngak bisa keluar bisa pesan lewat online,sangat membantu ketika kondisi badan tidak fit dan tidak bisa keluar bisa pesan lewat online,"['sangat', 'membantu', 'ketika', 'kondisi', 'badan', 'tidak', 'fit', 'dan', 'tidak', 'bisa', 'keluar', 'bisa', 'pesan', 'lewat', 'online']","['membantu', 'kondisi', 'badan', 'fit', 'pesan', 'online']",bantu kondisi badan fit pesan online
5,Berguna mantap cpt respon nya...memuaskan jawaban nya👍👍👍👍,Berguna mantap cpt respon nyamemuaskan jawaban nya,berguna mantap cpt respon nyamemuaskan jawaban nya,berguna mantap cepat respon nyamemuaskan jawaban ya,"['berguna', 'mantap', 'cepat', 'respon', 'nyamemuaskan', 'jawaban', 'ya']","['berguna', 'mantap', 'cepat', 'respon', 'nyamemuaskan', 'ya']",guna mantap cepat respon nyamemuaskan ya
3,Respon nya lama trus waktunya konsul cuma 30 menit ga puas bayar 57K tp tidak ada titik terang,Respon nya lama trus waktunya konsul cuma  menit ga puas bayar K tp tidak ada titik terang,respon nya lama trus waktunya konsul cuma  menit ga puas bayar k tp tidak ada titik terang,respon ya lama terus waktunya konsultasi cuma menit tidak puas bayar ke tapi tidak ada titik terang,"['respon', 'ya', 'lama', 'terus', 'waktunya', 'konsultasi', 'cuma', 'menit', 'tidak', 'puas', 'bayar', 'ke', 'tapi', 'tidak', 'ada', 'titik', 'terang']","['respon', 'ya', 'konsultasi', 'menit', 'puas', 'bayar', 'titik', 'terang']",respon ya konsultasi menit puas bayar titik terang
5,"Sangat membantu, drpa antri lama"" k RS, mnding downloads halodoc lgsung bisa konsultasi.",Sangat membantu drpa antri lama k RS mnding downloads halodoc lgsung bisa konsultasi,sangat membantu drpa antri lama k rs mnding downloads halodoc lgsung bisa konsultasi,sangat membantu drpa antri lama ke rs mending downloads halodoc langsung bisa konsultasi,"['sangat', 'membantu', 'drpa', 'antri', 'lama', 'ke', 'rs', 'mending', 'downloads', 'halodoc', 'langsung', 'bisa', 'konsultasi']","['membantu', 'drpa', 'antri', 'rs', 'mending', 'downloads', 'halodoc', 'langsung', 'konsultasi']",bantu drpa antri rs mending downloads halodoc langsung konsultasi
1,"Memilih alamat pengiriman hanya bisa menggunakan maps, tetapi lokasi juga tidak akurat. Segera di perbaiki.",Memilih alamat pengiriman hanya bisa menggunakan maps tetapi lokasi juga tidak akurat Segera di perbaiki,memilih alamat pengiriman hanya bisa menggunakan maps tetapi lokasi juga tidak akurat segera di perbaiki,memilih alamat pengiriman hanya bisa menggunakan maps tetapi lokasi juga tidak akurat segera di perbaiki,"['memilih', 'alamat', 'pengiriman', 'hanya', 'bisa', 'menggunakan', 'maps', 'tetapi', 'lokasi', 'juga', 'tidak', 'akurat', 'segera', 'di', 'perbaiki']","['memilih', 'alamat', 'pengiriman', 'maps', 'lokasi', 'akurat', 'perbaiki']",pilih alamat kirim maps lokasi akurat baik
5,Mantap Cepat Oke Is the best,Mantap Cepat Oke Is the best,mantap cepat oke is the best,mantap cepat oke is the best,"['mantap', 'cepat', 'oke', 'is', 'the', 'best']","['mantap', 'cepat', 'oke', 'is', 'the', 'best']",mantap cepat oke is the best
5,Sangat membantu ketika urgent,Sangat membantu ketika urgent,sangat membantu ketika urgent,sangat membantu ketika urgent,"['sangat', 'membantu', 'ketika', 'urgent']","['membantu', 'urgent']",bantu urgent
5,Sangat ramah dan cepat respon 😍 Semoga langganan,Sangat ramah dan cepat respon  Semoga langganan,sangat ramah dan cepat respon  semoga langganan,sangat ramah dan cepat respon semoga langganan,"['sangat', 'ramah', 'dan', 'cepat', 'respon', 'semoga', 'langganan']","['ramah', 'cepat', 'respon', 'semoga', 'langganan']",ramah cepat respon moga langgan
5,Senang berkonsultasi dg doker. Terimasih atas penjelasan nya dok,Senang berkonsultasi dg doker Terimasih atas penjelasan nya dok,senang berkonsultasi dg doker terimasih atas penjelasan nya dok,senang berkonsultasi dengan doker terimasih atas penjelasan ya dok,"['senang', 'berkonsultasi', 'dengan', 'doker', 'terimasih', 'atas', 'penjelasan', 'ya', 'dok']","['senang', 'berkonsultasi', 'doker', 'terimasih', 'penjelasan', 'ya', 'dok']",senang konsultasi doker terimasih jelas ya dok
5,Aman jaya.. ga perlu repot keluar rumah kalo kondisi lagi ga fit bisa Konsul via online,Aman jaya ga perlu repot keluar rumah kalo kondisi lagi ga fit bisa Konsul via online,aman jaya ga perlu repot keluar rumah kalo kondisi lagi ga fit bisa konsul via online,aman jaya tidak perlu repot keluar rumah kalau kondisi lagi tidak fit bisa konsultasi via online,"['aman', 'jaya', 'tidak', 'perlu', 'repot', 'keluar', 'rumah', 'kalau', 'kondisi', 'lagi', 'tidak', 'fit', 'bisa', 'konsultasi', 'via', 'online']","['aman', 'jaya', 'repot', 'rumah', 'kondisi', 'fit', 'konsultasi', 'via', 'online']",aman jaya repot rumah kondisi fit konsultasi via online
5,Beli obat jadi mudah,Beli obat jadi mudah,beli obat jadi mudah,beli obat jadi mudah,"['beli', 'obat', 'jadi', 'mudah']","['beli', 'obat', 'mudah']",beli obat mudah
4,"Aplikasinya mempermudah kita sebagai kaum rebahan sih, yg malas keluar rumah untuk konsul masalah kehidupan🤣",Aplikasinya mempermudah kita sebagai kaum rebahan sih yg malas keluar rumah untuk konsul masalah kehidupan,aplikasinya mempermudah kita sebagai kaum rebahan sih yg malas keluar rumah untuk konsul masalah kehidupan,aplikasinya mempermudah kita sebagai kaum rebahan sih yang malas keluar rumah untuk konsultasi masalah kehidupan,"['aplikasinya', 'mempermudah', 'kita', 'sebagai', 'kaum', 'rebahan', 'sih', 'yang', 'malas', 'keluar', 'rumah', 'untuk', 'konsultasi', 'masalah', 'kehidupan']","['aplikasinya', 'mempermudah', 'kaum', 'rebahan', 'sih', 'malas', 'rumah', 'konsultasi', 'kehidupan']",aplikasi mudah kaum rebah sih malas rumah konsultasi hidup
5,Emng halodoc byr,Emng halodoc byr,emng halodoc byr,memang halodoc byr,"['memang', 'halodoc', 'byr']","['halodoc', 'byr']",halodoc byr
5,"Sangat membantu saat sakit di luar kota, tidak tahu harus Konsul ke dokter siapa. Pilihan yg tepat untuk konsultasi",Sangat membantu saat sakit di luar kota tidak tahu harus Konsul ke dokter siapa Pilihan yg tepat untuk konsultasi,sangat membantu saat sakit di luar kota tidak tahu harus konsul ke dokter siapa pilihan yg tepat untuk konsultasi,sangat membantu saat sakit di luar kota tidak tahu harus konsultasi ke dokter siapa pilihan yang tepat untuk konsultasi,"['sangat', 'membantu', 'saat', 'sakit', 'di', 'luar', 'kota', 'tidak', 'tahu', 'harus', 'konsultasi', 'ke', 'dokter', 'siapa', 'pilihan', 'yang', 'tepat', 'untuk', 'konsultasi']","['membantu', 'sakit', 'kota', 'konsultasi', 'dokter', 'pilihan', 'konsultasi']",bantu sakit kota konsultasi dokter pilih konsultasi
5,"Sangat,,,, membantu sekalii👍👍👍👍👍👍👍👍👍👍👍👍👍",Sangat membantu sekalii,sangat membantu sekalii,sangat membantu sekali,"['sangat', 'membantu', 'sekali']",['membantu'],bantu
2,"Saya kecewa krn dokter yg biasa saya d halodoc sudah tidak ada, bagaimana sih. Yg lain kurang klop soalnya",Saya kecewa krn dokter yg biasa saya d halodoc sudah tidak ada bagaimana sih Yg lain kurang klop soalnya,saya kecewa krn dokter yg biasa saya d halodoc sudah tidak ada bagaimana sih yg lain kurang klop soalnya,saya kecewa karena dokter yang biasa saya di halodoc sudah tidak ada bagaimana sih yang lain kurang klop soalnya,"['saya', 'kecewa', 'karena', 'dokter', 'yang', 'biasa', 'saya', 'di', 'halodoc', 'sudah', 'tidak', 'ada', 'bagaimana', 'sih', 'yang', 'lain', 'kurang', 'klop', 'soalnya']","['kecewa', 'dokter', 'halodoc', 'sih', 'klop']",kecewa dokter halodoc sih klop
5,Dokter respon dengan cepat terimakasih,Dokter respon dengan cepat terimakasih,dokter respon dengan cepat terimakasih,dokter respon dengan cepat terimakasih,"['dokter', 'respon', 'dengan', 'cepat', 'terimakasih']","['dokter', 'respon', 'cepat', 'terimakasih']",dokter respon cepat terimakasih
